YearMonth,Agency,Avg_Max_Temp
201610,Agency_16,24.31916667
201611,Agency_16,22.97935685
201612,Agency_16,24.04158424
201701,Agency_16,26.1441343
201702,Agency_16,25.24265696
201703,Agency_16,25.37481605
201704,Agency_16,27.10920424
201705,Agency_16,28.47927244
201706,Agency_16,29.60925926
201707,Agency_16,27.65113122
201708,Agency_16,28.41741071
201709,Agency_16,27.59111111
201710,Agency_16,27.55882353
201711,Agency_16,27.67409091
201712,Agency_16,23.08106889
201301,Agency_17,22.21973684
201302,Agency_17,25.6375
201303,Agency_17,24.92565217
201304,Agency_17,27.93073593
201305,Agency_17,27.55502183
201306,Agency_17,26.04751131
201307,Agency_17,25.10925926
201308,Agency_17,24.9027027
201309,Agency_17,23.35642202
201310,Agency_17,24.45515695
201311,Agency_17,22.57066667
201312,Agency_17,22.85962441
201401,Agency_17,21.65178571
201402,Agency_17,25.33913043
201403,Agency_17,26.3126087
201404,Agency_17,27.62123894
201405,Agency_17,25.66294643
201406,Agency_17,24.67412281
201407,Agency_17,24.62342342
201408,Agency_17,25.12747748
201409,Agency_17,24.16462882
201410,Agency_17,23.6193133
201411,Agency_17,22.78781513
201412,Agency_17,21.97531915
201501,Agency_17,21.64206009
201502,Agency_17,23.05485232
201503,Agency_17,23.60811966
201504,Agency_17,27.09399142
201505,Agency_17,25.9625
201506,Agency_17,24.70753138
201507,Agency_17,25.02882096
201508,Agency_17,25.82179487
201509,Agency_17,24.22576419
201510,Agency_17,24.64364407
201511,Agency_17,24.29531915
201512,Agency_17,23.44774775
201601,Agency_17,20.73839662
201602,Agency_17,23.62352941
201603,Agency_17,24.33153153
201604,Agency_17,27.71855204
201605,Agency_17,28.41489362
201606,Agency_17,25.21678632
201607,Agency_17,25.267897
201608,Agency_17,25.139173
201609,Agency_17,24.73105417
201610,Agency_17,24.31916667
201611,Agency_17,22.97935685
201612,Agency_17,24.04158424
201701,Agency_17,26.1441343
201702,Agency_17,25.24265696
201703,Agency_17,25.37481605
201704,Agency_17,27.10920424
201705,Agency_17,28.47927244
201706,Agency_17,29.60925926
201707,Agency_17,27.65113122
201708,Agency_17,28.41741071
201709,Agency_17,27.59111111
201710,Agency_17,27.55882353
201711,Agency_17,27.67409091
201712,Agency_17,23.08106889
201301,Agency_18,30.59489796
201302,Agency_18,32.84210526
201303,Agency_18,33.12021277
201304,Agency_18,35.45052632
201305,Agency_18,34.95049505
201306,Agency_18,32.1010989
201307,Agency_18,31.28387097
201308,Agency_18,31.19569892
201309,Agency_18,29.07
201310,Agency_18,30.43617021
201311,Agency_18,30.47659574
201312,Agency_18,30.23777778
201401,Agency_18,30.22282609
201402,Agency_18,33.2
201403,Agency_18,35.09361702
201404,Agency_18,35.94767442
201405,Agency_18,33.91612903
201406,Agency_18,30.96185567
201407,Agency_18,31.16808511
201408,Agency_18,31.13404255
201409,Agency_18,30.06702128
201410,Agency_18,30.44693878
201411,Agency_18,30.39263158
201412,Agency_18,29.73695652
201501,Agency_18,30.55568182
201502,Agency_18,31.38
201503,Agency_18,32.69462366
201504,Agency_18,35.6
201505,Agency_18,34.31625
201506,Agency_18,32.10909091
201507,Agency_18,32.1345679
201508,Agency_18,33.15357143
201509,Agency_18,30.61282051
201510,Agency_18,31.7253012
201511,Agency_18,32.0425
201512,Agency_18,31.08227848
201601,Agency_18,29.1195122
201602,Agency_18,32.45365854
201603,Agency_18,32.20853659
201604,Agency_18,35.99879518
201605,Agency_18,36.4954023
201606,Agency_18,32.44469318
201607,Agency_18,31.41835294
201608,Agency_18,31.07830588
201609,Agency_18,30.63251765
201610,Agency_18,31.92705882
201611,Agency_18,30.95338824
201612,Agency_18,31.98220552
201701,Agency_18,33.46532089
201702,Agency_18,32.81260066
201703,Agency_18,34.24702126
201704,Agency_18,35.61690038
201705,Agency_18,35.63839157
201706,Agency_18,35.55232558
201707,Agency_18,33.90235294
201708,Agency_18,34.08554217
201709,Agency_18,32.8686747
201710,Agency_18,33.68641975
201711,Agency_18,33.77368421
201712,Agency_18,30.75980458
201301,Agency_19,26.40169492
201302,Agency_19,29.99508197
201303,Agency_19,29.75245902
201304,Agency_19,33.77540984
201305,Agency_19,32.77213115
201306,Agency_19,30.96491228
201307,Agency_19,30.45087719
201308,Agency_19,30.66181818
201309,Agency_19,30.01964286
201310,Agency_19,29.75263158
201311,Agency_19,26.7877193
201312,Agency_19,26.20701754
201401,Agency_19,24.74
201402,Agency_19,28.74444444
201403,Agency_19,31.39824561
201404,Agency_19,32.3754386
201405,Agency_19,30.46964286
201406,Agency_19,30.64642857
201407,Agency_19,31.2296875
201408,Agency_19,31.66290323
201409,Agency_19,29.81269841
201410,Agency_19,28.64
201411,Agency_19,26.46065574
201412,Agency_19,26.30166667
201501,Agency_19,24.81666667
201502,Agency_19,26.81694915
201503,Agency_19,28.805
201504,Agency_19,33.57627119
201505,Agency_19,32.83333333
201506,Agency_19,30.96610169
201507,Agency_19,31.47457627
201508,Agency_19,32.30491803
201509,Agency_19,31.05833333
201510,Agency_19,30.03333333
201511,Agency_19,28.66666667
201512,Agency_19,28.7796875
201601,Agency_19,26.27424242
201602,Agency_19,26.27457627
201603,Agency_19,31.32372881
201604,Agency_19,33.20645161
201605,Agency_19,34.56307692
201606,Agency_19,31.59936923
201607,Agency_19,31.73507692
201608,Agency_19,31.03502941
201609,Agency_19,30.52041176
201610,Agency_19,29.53970588
201611,Agency_19,27.35540299
201612,Agency_19,28.44198667
201701,Agency_19,30.79180742
201702,Agency_19,30.1186757
201703,Agency_19,30.72759368
201704,Agency_19,32.97375396
201705,Agency_19,33.45911247
201706,Agency_19,34.93177419
201707,Agency_19,33.3265625
201708,Agency_19,33.82222222
201709,Agency_19,33.2147541
201710,Agency_19,32.73333333
201711,Agency_19,31.20333333
201712,Agency_19,27.4325896
201301,Agency_20,22.21973684
201302,Agency_20,25.6375
201303,Agency_20,24.92565217
201304,Agency_20,27.93073593
201305,Agency_20,27.55502183
201306,Agency_20,26.04751131
201307,Agency_20,25.10925926
201308,Agency_20,24.9027027
201309,Agency_20,23.35642202
201310,Agency_20,24.45515695
201311,Agency_20,22.57066667
201312,Agency_20,22.85962441
201401,Agency_20,21.65178571
201402,Agency_20,25.33913043
201403,Agency_20,26.3126087
201404,Agency_20,27.62123894
201405,Agency_20,25.66294643
201406,Agency_20,24.67412281
201407,Agency_20,24.62342342
201408,Agency_20,25.12747748
201409,Agency_20,24.16462882
201410,Agency_20,23.6193133
201411,Agency_20,22.78781513
201412,Agency_20,21.97531915
201501,Agency_20,21.64206009
201502,Agency_20,23.05485232
201503,Agency_20,23.60811966
201504,Agency_20,27.09399142
201505,Agency_20,25.9625
201506,Agency_20,24.70753138
201507,Agency_20,25.02882096
201508,Agency_20,25.82179487
201509,Agency_20,24.22576419
201510,Agency_20,24.64364407
201511,Agency_20,24.29531915
201512,Agency_20,23.44774775
201601,Agency_20,20.73839662
201602,Agency_20,23.62352941
201603,Agency_20,24.33153153
201604,Agency_20,27.71855204
201605,Agency_20,28.41489362
201606,Agency_20,25.21678632
201607,Agency_20,25.267897
201608,Agency_20,25.139173
201609,Agency_20,24.73105417
201610,Agency_20,24.31916667
201611,Agency_20,22.97935685
201612,Agency_20,24.04158424
201701,Agency_20,26.1441343
201702,Agency_20,25.24265696
201703,Agency_20,25.37481605
201704,Agency_20,27.10920424
201705,Agency_20,28.47927244
201706,Agency_20,29.60925926
201707,Agency_20,27.65113122
201708,Agency_20,28.41741071
201709,Agency_20,27.59111111
201710,Agency_20,27.55882353
201711,Agency_20,27.67409091
201712,Agency_20,23.08106889
201301,Agency_21,25.8452381
201302,Agency_21,29.31309524
201303,Agency_21,29.42235294
201304,Agency_21,32.43372093
201305,Agency_21,32.15764706
201306,Agency_21,30.98941176
201307,Agency_21,30.58352941
201308,Agency_21,30.31190476
201309,Agency_21,28.75714286
201310,Agency_21,29.26309524
201311,Agency_21,26.42117647
201312,Agency_21,26.21375
201401,Agency_21,24.95529412
201402,Agency_21,28.88588235
201403,Agency_21,30.85617978
201404,Agency_21,32.96043956
201405,Agency_21,30.94269663
201406,Agency_21,30.14157303
201407,Agency_21,30.47362637
201408,Agency_21,31.2
201409,Agency_21,29.34395604
201410,Agency_21,28.58152174
201411,Agency_21,26.59130435
201412,Agency_21,26.22840909
201501,Agency_21,24.87582418
201502,Agency_21,26.86022727
201503,Agency_21,28.03956044
201504,Agency_21,32.90217391
201505,Agency_21,32.33406593
201506,Agency_21,30.81590909
201507,Agency_21,31.42159091
201508,Agency_21,31.67674419
201509,Agency_21,30.01034483
201510,Agency_21,29.40898876
201511,Agency_21,28.14482759
201512,Agency_21,27.30823529
201601,Agency_21,25.00434783
201602,Agency_21,26.88117647
201603,Agency_21,30.33411765
201604,Agency_21,32.86219512
201605,Agency_21,34.03139535
201606,Agency_21,31.26950575
201607,Agency_21,31.06193182
201608,Agency_21,30.42748864
201609,Agency_21,29.75163855
201610,Agency_21,29.13636364
201611,Agency_21,27.77486047
201612,Agency_21,27.91204763
201701,Agency_21,30.64298848
201702,Agency_21,29.80282461
201703,Agency_21,30.36358579
201704,Agency_21,32.47890963
201705,Agency_21,33.22225834
201706,Agency_21,34.58076923
201707,Agency_21,32.54155844
201708,Agency_21,33.45263158
201709,Agency_21,32.56027397
201710,Agency_21,32.06842105
201711,Agency_21,30.96231884
201712,Agency_21,26.9156105
201301,Agency_22,25.8452381
201302,Agency_22,29.31309524
201303,Agency_22,29.42235294
201304,Agency_22,32.43372093
201305,Agency_22,32.15764706
201306,Agency_22,30.98941176
201307,Agency_22,30.58352941
201308,Agency_22,30.31190476
201309,Agency_22,28.75714286
201310,Agency_22,29.26309524
201311,Agency_22,26.42117647
201312,Agency_22,26.21375
201401,Agency_22,24.95529412
201402,Agency_22,28.88588235
201403,Agency_22,30.85617978
201404,Agency_22,32.96043956
201405,Agency_22,30.94269663
201406,Agency_22,30.14157303
201407,Agency_22,30.47362637
201408,Agency_22,31.2
201409,Agency_22,29.34395604
201410,Agency_22,28.58152174
201411,Agency_22,26.59130435
201412,Agency_22,26.22840909
201501,Agency_22,24.87582418
201502,Agency_22,26.86022727
201503,Agency_22,28.03956044
201504,Agency_22,32.90217391
201505,Agency_22,32.33406593
201506,Agency_22,30.81590909
201507,Agency_22,31.42159091
201508,Agency_22,31.67674419
201509,Agency_22,30.01034483
201510,Agency_22,29.40898876
201511,Agency_22,28.14482759
201512,Agency_22,27.30823529
201601,Agency_22,25.00434783
201602,Agency_22,26.88117647
201603,Agency_22,30.33411765
201604,Agency_22,32.86219512
201605,Agency_22,34.03139535
201606,Agency_22,31.26950575
201607,Agency_22,31.06193182
201608,Agency_22,30.42748864
201609,Agency_22,29.75163855
201610,Agency_22,29.13636364
201611,Agency_22,27.77486047
201612,Agency_22,27.91204763
201701,Agency_22,30.64298848
201702,Agency_22,29.80282461
201703,Agency_22,30.36358579
201704,Agency_22,32.47890963
201705,Agency_22,33.22225834
201706,Agency_22,34.58076923
201707,Agency_22,32.54155844
201708,Agency_22,33.45263158
201709,Agency_22,32.56027397
201710,Agency_22,32.06842105
201711,Agency_22,30.96231884
201712,Agency_22,26.9156105
201301,Agency_23,25.8452381
201302,Agency_23,29.31309524
201303,Agency_23,29.42235294
201304,Agency_23,32.43372093
201305,Agency_23,32.15764706
201306,Agency_23,30.98941176
201307,Agency_23,30.58352941
201308,Agency_23,30.31190476
201309,Agency_23,28.75714286
201310,Agency_23,29.26309524
201311,Agency_23,26.42117647
201312,Agency_23,26.21375
201401,Agency_23,24.95529412
201402,Agency_23,28.88588235
201403,Agency_23,30.85617978
201404,Agency_23,32.96043956
201405,Agency_23,30.94269663
201406,Agency_23,30.14157303
201407,Agency_23,30.47362637
201408,Agency_23,31.2
201409,Agency_23,29.34395604
201410,Agency_23,28.58152174
201411,Agency_23,26.59130435
201412,Agency_23,26.22840909
201501,Agency_23,24.87582418
201502,Agency_23,26.86022727
201503,Agency_23,28.03956044
201504,Agency_23,32.90217391
201505,Agency_23,32.33406593
201506,Agency_23,30.81590909
201507,Agency_23,31.42159091
201508,Agency_23,31.67674419
201509,Agency_23,30.01034483
201510,Agency_23,29.40898876
201511,Agency_23,28.14482759
201512,Agency_23,27.30823529
201601,Agency_23,25.00434783
201602,Agency_23,26.88117647
201603,Agency_23,30.33411765
201604,Agency_23,32.86219512
201605,Agency_23,34.03139535
201606,Agency_23,31.26950575
201607,Agency_23,31.06193182
201608,Agency_23,30.42748864
201609,Agency_23,29.75163855
201610,Agency_23,29.13636364
201611,Agency_23,27.77486047
201612,Agency_23,27.91204763
201701,Agency_23,30.64298848
201702,Agency_23,29.80282461
201703,Agency_23,30.36358579
201704,Agency_23,32.47890963
201705,Agency_23,33.22225834
201706,Agency_23,34.58076923
201707,Agency_23,32.54155844
201708,Agency_23,33.45263158
201709,Agency_23,32.56027397
201710,Agency_23,32.06842105
201711,Agency_23,30.96231884
201712,Agency_23,26.9156105
201301,Agency_24,25.8452381
201302,Agency_24,29.31309524
201303,Agency_24,29.42235294
201304,Agency_24,32.43372093
201305,Agency_24,32.15764706
201306,Agency_24,30.98941176
201307,Agency_24,30.58352941
201308,Agency_24,30.31190476
201309,Agency_24,28.75714286
201310,Agency_24,29.26309524
201311,Agency_24,26.42117647
201312,Agency_24,26.21375
201401,Agency_24,24.95529412
201402,Agency_24,28.88588235
201403,Agency_24,30.85617978
201404,Agency_24,32.96043956
201405,Agency_24,30.94269663
201406,Agency_24,30.14157303
201407,Agency_24,30.47362637
201408,Agency_24,31.2
201409,Agency_24,29.34395604
201410,Agency_24,28.58152174
201411,Agency_24,26.59130435
201412,Agency_24,26.22840909
201501,Agency_24,24.87582418
201502,Agency_24,26.86022727
201503,Agency_24,28.03956044
201504,Agency_24,32.90217391
201505,Agency_24,32.33406593
201506,Agency_24,30.81590909
201507,Agency_24,31.42159091
201508,Agency_24,31.67674419
201509,Agency_24,30.01034483
201510,Agency_24,29.40898876
201511,Agency_24,28.14482759
201512,Agency_24,27.30823529
201601,Agency_24,25.00434783
201602,Agency_24,26.88117647
201603,Agency_24,30.33411765
201604,Agency_24,32.86219512
201605,Agency_24,34.03139535
201606,Agency_24,31.26950575
201607,Agency_24,31.06193182
201608,Agency_24,30.42748864
201609,Agency_24,29.75163855
201610,Agency_24,29.13636364
201611,Agency_24,27.77486047
201612,Agency_24,27.91204763
201701,Agency_24,30.64298848
201702,Agency_24,29.80282461
201703,Agency_24,30.36358579
201704,Agency_24,32.47890963
201705,Agency_24,33.22225834
201706,Agency_24,34.58076923
201707,Agency_24,32.54155844
201708,Agency_24,33.45263158
201709,Agency_24,32.56027397
201710,Agency_24,32.06842105
201711,Agency_24,30.96231884
201712,Agency_24,26.9156105
201301,Agency_25,25.8452381
201302,Agency_25,29.31309524
201303,Agency_25,29.42235294
201304,Agency_25,32.43372093
201305,Agency_25,32.15764706
201306,Agency_25,30.98941176
201307,Agency_25,30.58352941
201308,Agency_25,30.31190476
201309,Agency_25,28.75714286
201310,Agency_25,29.26309524
201311,Agency_25,26.42117647
201312,Agency_25,26.21375
201401,Agency_25,24.95529412
201402,Agency_25,28.88588235
201403,Agency_25,30.85617978
201404,Agency_25,32.96043956
201405,Agency_25,30.94269663
201406,Agency_25,30.14157303
201407,Agency_25,30.47362637
201408,Agency_25,31.2
201409,Agency_25,29.34395604
201410,Agency_25,28.58152174
201411,Agency_25,26.59130435
201412,Agency_25,26.22840909
201501,Agency_25,24.87582418
201502,Agency_25,26.86022727
201503,Agency_25,28.03956044
201504,Agency_25,32.90217391
201505,Agency_25,32.33406593
201506,Agency_25,30.81590909
201507,Agency_25,31.42159091
201508,Agency_25,31.67674419
201509,Agency_25,30.01034483
201510,Agency_25,29.40898876
201511,Agency_25,28.14482759
201512,Agency_25,27.30823529
201601,Agency_25,25.00434783
201602,Agency_25,26.88117647
201603,Agency_25,30.33411765
201604,Agency_25,32.86219512
201605,Agency_25,34.03139535
201606,Agency_25,31.26950575
201607,Agency_25,31.06193182
201608,Agency_25,30.42748864
201609,Agency_25,29.75163855
201610,Agency_25,29.13636364
201611,Agency_25,27.77486047
201612,Agency_25,27.91204763
201701,Agency_25,30.64298848
201702,Agency_25,29.80282461
201703,Agency_25,30.36358579
201704,Agency_25,32.47890963
201705,Agency_25,33.22225834
201706,Agency_25,34.58076923
201707,Agency_25,32.54155844
201708,Agency_25,33.45263158
201709,Agency_25,32.56027397
201710,Agency_25,32.06842105
201711,Agency_25,30.96231884
201712,Agency_25,26.9156105
201301,Agency_26,18.855
201302,Agency_26,20.14
201303,Agency_26,28.245
201304,Agency_26,30.18
201305,Agency_26,34.12631579
201306,Agency_26,39.98888889
201307,Agency_26,36.55789474
201308,Agency_26,37.27222222
201309,Agency_26,35.03157895
201310,Agency_26,30.52222222
201311,Agency_26,25.08421053
201312,Agency_26,19.49473684
201401,Agency_26,22.36666667
201402,Agency_26,26.34444444
201403,Agency_26,26.96315789
201404,Agency_26,30.35555556
201405,Agency_26,34.52777778
201406,Agency_26,40.06666667
201407,Agency_26,37.97894737
201408,Agency_26,34.66842105
201409,Agency_26,33.98235294
201410,Agency_26,31.32352941
201411,Agency_26,25.51176471
201412,Agency_26,21.19411765
201501,Agency_26,21.67647059
201502,Agency_26,25.4
201503,Agency_26,27.4375
201504,Agency_26,29.81875
201505,Agency_26,30.70625
201506,Agency_26,37.625
201507,Agency_26,36.775
201508,Agency_26,38
201509,Agency_26,33.17222222
201510,Agency_26,30.39090909
201511,Agency_26,24.10909091
201512,Agency_26,19.82272727
201601,Agency_26,19.78636364
201602,Agency_26,27.58333333
201603,Agency_26,27.76666667
201604,Agency_26,29.99047619
201605,Agency_26,32.98571429
201606,Agency_26,39.736
201607,Agency_26,39.29590909
201608,Agency_26,36.57834783
201609,Agency_26,33.88277273
201610,Agency_26,33.54782609
201611,Agency_26,25.99643478
201612,Agency_26,21.38885793
201701,Agency_26,25.87516444
201702,Agency_26,23.20245572
201703,Agency_26,29.43018433
201704,Agency_26,31.63888107
201705,Agency_26,32.83772767
201706,Agency_26,45.29047619
201707,Agency_26,42.22272727
201708,Agency_26,39.53181818
201709,Agency_26,40.375
201710,Agency_26,37.97142857
201711,Agency_26,34.755
201712,Agency_26,20.47510992
201301,Agency_27,27.8425
201302,Agency_27,31.20512821
201303,Agency_27,31.4325
201304,Agency_27,35.2025
201305,Agency_27,34.9225
201306,Agency_27,33.58108108
201307,Agency_27,33.48378378
201308,Agency_27,33.45675676
201309,Agency_27,32.67631579
201310,Agency_27,32.15945946
201311,Agency_27,29.125
201312,Agency_27,27.20810811
201401,Agency_27,25.88235294
201402,Agency_27,30.240625
201403,Agency_27,32.43030303
201404,Agency_27,34.11818182
201405,Agency_27,32.63636364
201406,Agency_27,33.04545455
201407,Agency_27,34.14117647
201408,Agency_27,34.58529412
201409,Agency_27,32.97647059
201410,Agency_27,31.18823529
201411,Agency_27,28.43611111
201412,Agency_27,27.86363636
201501,Agency_27,25.94722222
201502,Agency_27,27.62777778
201503,Agency_27,29.83888889
201504,Agency_27,35.11388889
201505,Agency_27,34.9
201506,Agency_27,33.47142857
201507,Agency_27,34.33611111
201508,Agency_27,34.81388889
201509,Agency_27,33.52777778
201510,Agency_27,31.97692308
201511,Agency_27,30.88918919
201512,Agency_27,29.68409091
201601,Agency_27,27.03488372
201602,Agency_27,27.53142857
201603,Agency_27,32.51714286
201604,Agency_27,34.33658537
201605,Agency_27,36.08536585
201606,Agency_27,34.33029268
201607,Agency_27,34.15487805
201608,Agency_27,33.61973171
201609,Agency_27,33.11912195
201610,Agency_27,32.04878049
201611,Agency_27,29.59221951
201612,Agency_27,30.36605292
201701,Agency_27,32.68834648
201702,Agency_27,31.43784335
201703,Agency_27,32.35947972
201704,Agency_27,34.66001027
201705,Agency_27,35.63528194
201706,Agency_27,38.07368421
201707,Agency_27,35.22571429
201708,Agency_27,36.16216216
201709,Agency_27,35.52432432
201710,Agency_27,35.10540541
201711,Agency_27,32.11428571
201712,Agency_27,28.78047208
201301,Agency_28,29.96875
201302,Agency_28,32.696875
201303,Agency_28,32.29393939
201304,Agency_28,36.12647059
201305,Agency_28,36.08529412
201306,Agency_28,33.7875
201307,Agency_28,33.621875
201308,Agency_28,33.61724138
201309,Agency_28,31.87096774
201310,Agency_28,32.72258065
201311,Agency_28,30.38
201312,Agency_28,29.92666667
201401,Agency_28,27.58064516
201402,Agency_28,31.92666667
201403,Agency_28,34.13870968
201404,Agency_28,36.02666667
201405,Agency_28,34.32068966
201406,Agency_28,33.77096774
201407,Agency_28,35.65666667
201408,Agency_28,35.42580645
201409,Agency_28,33.37096774
201410,Agency_28,32.315625
201411,Agency_28,29.653125
201412,Agency_28,29.79375
201501,Agency_28,29.53225806
201502,Agency_28,30.8516129
201503,Agency_28,34.08709677
201504,Agency_28,36.81612903
201505,Agency_28,36.946875
201506,Agency_28,34.41612903
201507,Agency_28,36.228125
201508,Agency_28,35.990625
201509,Agency_28,34.959375
201510,Agency_28,32.9
201511,Agency_28,31.74117647
201512,Agency_28,31.18529412
201601,Agency_28,28.91764706
201602,Agency_28,29.91612903
201603,Agency_28,33.98387097
201604,Agency_28,35.83235294
201605,Agency_28,37.57352941
201606,Agency_28,34.90635294
201607,Agency_28,35.46470588
201608,Agency_28,34.60788235
201609,Agency_28,34.49847059
201610,Agency_28,33.42647059
201611,Agency_28,32.01397059
201612,Agency_28,32.46740843
201701,Agency_28,34.39322876
201702,Agency_28,33.60826271
201703,Agency_28,34.02643896
201704,Agency_28,35.88788891
201705,Agency_28,37.25344835
201706,Agency_28,37.82352941
201707,Agency_28,37.07941176
201708,Agency_28,36.91764706
201709,Agency_28,36.48529412
201710,Agency_28,35.57647059
201711,Agency_28,33.11142857
201712,Agency_28,30.8432798
201301,Agency_29,27.85
201302,Agency_29,29.21428571
201303,Agency_29,27.65
201304,Agency_29,31.99230769
201305,Agency_29,31.92142857
201306,Agency_29,31.95714286
201307,Agency_29,31.91428571
201308,Agency_29,32.02142857
201309,Agency_29,31.25714286
201310,Agency_29,31.3
201311,Agency_29,29.13846154
201312,Agency_29,28.7
201401,Agency_29,26.4
201402,Agency_29,29.33076923
201403,Agency_29,30.1
201404,Agency_29,31.18181818
201405,Agency_29,31.3
201406,Agency_29,31.7
201407,Agency_29,33.4
201408,Agency_29,34.17272727
201409,Agency_29,32.15454545
201410,Agency_29,31
201411,Agency_29,28.24615385
201412,Agency_29,28.05384615
201501,Agency_29,27.58461538
201502,Agency_29,27.75384615
201503,Agency_29,30.73846154
201504,Agency_29,32.64166667
201505,Agency_29,32.74615385
201506,Agency_29,31.63846154
201507,Agency_29,32.9875
201508,Agency_29,33.35
201509,Agency_29,33.34375
201510,Agency_29,31.52941176
201511,Agency_29,30.5
201512,Agency_29,29.89333333
201601,Agency_29,27.32666667
201602,Agency_29,26.8
201603,Agency_29,30.87692308
201604,Agency_29,32.025
201605,Agency_29,34.10769231
201606,Agency_29,33.25592308
201607,Agency_29,33.83
201608,Agency_29,33.13357143
201609,Agency_29,33.56053846
201610,Agency_29,31.96923077
201611,Agency_29,29.81373333
201612,Agency_29,30.11602549
201701,Agency_29,31.75569761
201702,Agency_29,31.64918012
201703,Agency_29,31.2551173
201704,Agency_29,32.71271062
201705,Agency_29,34.39344854
201706,Agency_29,36.9
201707,Agency_29,35.31538462
201708,Agency_29,37.06363636
201709,Agency_29,35.79090909
201710,Agency_29,34.93076923
201711,Agency_29,31.56923077
201712,Agency_29,29.19080124
201301,Agency_30,26.40169492
201302,Agency_30,29.99508197
201303,Agency_30,29.75245902
201304,Agency_30,33.77540984
201305,Agency_30,32.77213115
201306,Agency_30,30.96491228
201307,Agency_30,30.45087719
201308,Agency_30,30.66181818
201309,Agency_30,30.01964286
201310,Agency_30,29.75263158
201311,Agency_30,26.7877193
201312,Agency_30,26.20701754
201401,Agency_30,24.74
201402,Agency_30,28.74444444
201403,Agency_30,31.39824561
201404,Agency_30,32.3754386
201405,Agency_30,30.46964286
201406,Agency_30,30.64642857
201407,Agency_30,31.2296875
201408,Agency_30,31.66290323
201409,Agency_30,29.81269841
201410,Agency_30,28.64
201411,Agency_30,26.46065574
201412,Agency_30,26.30166667
201501,Agency_30,24.81666667
201502,Agency_30,26.81694915
201503,Agency_30,28.805
201504,Agency_30,33.57627119
201505,Agency_30,32.83333333
201506,Agency_30,30.96610169
201507,Agency_30,31.47457627
201508,Agency_30,32.30491803
201509,Agency_30,31.05833333
201510,Agency_30,30.03333333
201511,Agency_30,28.66666667
201512,Agency_30,28.7796875
201601,Agency_30,26.27424242
201602,Agency_30,26.27457627
201603,Agency_30,31.32372881
201604,Agency_30,33.20645161
201605,Agency_30,34.56307692
201606,Agency_30,31.59936923
201607,Agency_30,31.73507692
201608,Agency_30,31.03502941
201609,Agency_30,30.52041176
201610,Agency_30,29.53970588
201611,Agency_30,27.35540299
201612,Agency_30,28.44198667
201701,Agency_30,30.79180742
201702,Agency_30,30.1186757
201703,Agency_30,30.72759368
201704,Agency_30,32.97375396
201705,Agency_30,33.45911247
201706,Agency_30,34.93177419
201707,Agency_30,33.3265625
201708,Agency_30,33.82222222
201709,Agency_30,33.2147541
201710,Agency_30,32.73333333
201711,Agency_30,31.20333333
201712,Agency_30,27.4325896
201301,Agency_31,28.67435897
201302,Agency_31,31.3974359
201303,Agency_31,31.23333333
201304,Agency_31,34.17435897
201305,Agency_31,32.99473684
201306,Agency_31,31.05
201307,Agency_31,30.61212121
201308,Agency_31,30.72058824
201309,Agency_31,29.07575758
201310,Agency_31,29.884375
201311,Agency_31,28.4875
201312,Agency_31,28.91851852
201401,Agency_31,27.61470588
201402,Agency_31,31.45
201403,Agency_31,33.04411765
201404,Agency_31,33.70625
201405,Agency_31,31.7875
201406,Agency_31,30.540625
201407,Agency_31,31.44117647
201408,Agency_31,31.27647059
201409,Agency_31,29.37941176
201410,Agency_31,28.82352941
201411,Agency_31,27.85
201412,Agency_31,27.69677419
201501,Agency_31,27.72941176
201502,Agency_31,29.65294118
201503,Agency_31,31.39411765
201504,Agency_31,33.81764706
201505,Agency_31,32.85294118
201506,Agency_31,31.03235294
201507,Agency_31,31.275
201508,Agency_31,32.390625
201509,Agency_31,30.65454545
201510,Agency_31,30.26060606
201511,Agency_31,29.92121212
201512,Agency_31,29.63548387
201601,Agency_31,28.71515152
201602,Agency_31,29.6516129
201603,Agency_31,33.32580645
201604,Agency_31,34.84516129
201605,Agency_31,34.45806452
201606,Agency_31,31.24503226
201607,Agency_31,31.79193548
201608,Agency_31,31.16912903
201609,Agency_31,30.57412903
201610,Agency_31,30.80967742
201611,Agency_31,29.82658065
201612,Agency_31,30.91062343
201701,Agency_31,31.78167051
201702,Agency_31,32.28967401
201703,Agency_31,32.8279053
201704,Agency_31,34.39021164
201705,Agency_31,33.11240429
201706,Agency_31,33.90967742
201707,Agency_31,33.56129032
201708,Agency_31,33.06451613
201709,Agency_31,33.0483871
201710,Agency_31,33.2483871
201711,Agency_31,32.79354839
201712,Agency_31,29.29035
201301,Agency_32,21.75438596
201302,Agency_32,25.76271186
201303,Agency_32,26.48823529
201304,Agency_32,29.68793103
201305,Agency_32,31.16034483
201306,Agency_32,31.318
201307,Agency_32,27.828
201308,Agency_32,28.732
201309,Agency_32,26.6372549
201310,Agency_32,27.28
201311,Agency_32,23.51960784
201312,Agency_32,22.25961538
201401,Agency_32,21.69038462
201402,Agency_32,26.02352941
201403,Agency_32,26.72115385
201404,Agency_32,29.36730769
201405,Agency_32,30.014
201406,Agency_32,30.04117647
201407,Agency_32,28.14081633
201408,Agency_32,28.946
201409,Agency_32,27.378
201410,Agency_32,27.75882353
201411,Agency_32,23.02702703
201412,Agency_32,22.64210526
201501,Agency_32,21.64155844
201502,Agency_32,22.72727273
201503,Agency_32,22.80394737
