Agency,SKU,YearMonth,Volume
Agency_34,SKU_03,201610,1.61025
Agency_35,SKU_04,201610,0.31875
Agency_35,SKU_32,201610,0
Agency_59,SKU_01,201610,6795.684
Agency_59,SKU_17,201610,6.83265
Agency_35,SKU_03,201610,2.88105
Agency_59,SKU_07,201610,13.275
Agency_59,SKU_03,201610,575.37735
Agency_59,SKU_02,201610,4179.276
Agency_07,SKU_21,201610,0
Agency_23,SKU_05,201610,538.1529
Agency_46,SKU_01,201610,3732.48
Agency_59,SKU_05,201610,1197.4743
Agency_05,SKU_01,201610,12037.896
Agency_40,SKU_04,201610,0
Agency_53,SKU_04,201610,1526.12685
Agency_23,SKU_04,201610,19.00395
Agency_02,SKU_01,201610,6646.86
Agency_46,SKU_02,201610,4210.812
Agency_05,SKU_02,201610,1289.412
Agency_41,SKU_01,201610,5839.56
Agency_38,SKU_21,201610,0
Agency_02,SKU_02,201610,6433.128
Agency_46,SKU_05,201610,3515.13645
Agency_05,SKU_05,201610,332.37525
Agency_37,SKU_04,201610,0
Agency_02,SKU_05,201610,1200.7686
Agency_41,SKU_02,201610,4834.188
Agency_41,SKU_05,201610,2917.4145
Agency_27,SKU_06,201610,16.848
Agency_01,SKU_01,201610,61.128
Agency_23,SKU_03,201610,18.55545
Agency_27,SKU_01,201610,1991.628
Agency_51,SKU_04,201610,3268.5504
Agency_27,SKU_04,201610,2940.4608
Agency_01,SKU_02,201610,40.608
Agency_53,SKU_03,201610,479.68725
Agency_40,SKU_03,201610,1.0152
Agency_27,SKU_02,201610,655.452
Agency_46,SKU_04,201610,2834.76735
Agency_01,SKU_05,201610,16.839
Agency_59,SKU_04,201610,832.85685
Agency_40,SKU_18,201610,0
Agency_27,SKU_05,201610,65.12535
Agency_18,SKU_01,201610,0
Agency_53,SKU_24,201610,0
Agency_51,SKU_01,201610,4878.036
Agency_37,SKU_18,201610,1.60995
Agency_12,SKU_01,201610,11159.64
Agency_02,SKU_11,201610,0
Agency_36,SKU_22,201610,14.7783
Agency_12,SKU_07,201610,21.6825
Agency_51,SKU_07,201610,6.6375
Agency_41,SKU_04,201610,869.85075
Agency_23,SKU_21,201610,0
Agency_39,SKU_01,201610,2430.648
Agency_02,SKU_12,201610,9.45
Agency_18,SKU_02,201610,72.792
Agency_12,SKU_02,201610,6502.68
Agency_39,SKU_07,201610,19.0275
Agency_02,SKU_31,201610,23.895
Agency_36,SKU_04,201610,0
Agency_18,SKU_05,201610,244.3164
Agency_05,SKU_04,201610,3269.7072
Agency_51,SKU_02,201610,5068.764
Agency_12,SKU_05,201610,3162.6489
Agency_02,SKU_34,201610,0
Agency_51,SKU_03,201610,4357.4892
Agency_27,SKU_08,201610,352.3044
Agency_01,SKU_11,201610,25.4469
Agency_51,SKU_05,201610,1344.9726
Agency_39,SKU_02,201610,4263.084
Agency_27,SKU_03,201610,6073.2264
Agency_53,SKU_15,201610,1.06875
Agency_25,SKU_05,201610,494.6886
Agency_02,SKU_04,201610,3068.8428
Agency_46,SKU_03,201610,2644.64265
Agency_25,SKU_04,201610,5.8653
Agency_18,SKU_04,201610,109.02435
Agency_01,SKU_04,201610,113.7777
Agency_32,SKU_04,201610,2239.90815
Agency_41,SKU_03,201610,1734.92955
Agency_33,SKU_04,201610,1.27575
Agency_24,SKU_01,201610,1.512
Agency_36,SKU_03,201610,6.8625
Agency_38,SKU_01,201610,10579.896
Agency_24,SKU_02,201610,115.992
Agency_26,SKU_03,201610,0
Agency_53,SKU_01,201610,4465.26
Agency_38,SKU_07,201610,98.235
Agency_24,SKU_05,201610,448.8891
Agency_26,SKU_18,201610,0.8475
Agency_05,SKU_03,201610,1082.09805
Agency_53,SKU_07,201610,7.5225
Agency_25,SKU_03,201610,13.64055
Agency_12,SKU_04,201610,1361.84955
Agency_18,SKU_03,201610,77.4615
Agency_38,SKU_02,201610,4421.412
Agency_02,SKU_03,201610,18693.4815
Agency_01,SKU_03,201610,25.66455
Agency_53,SKU_02,201610,8360.28
Agency_38,SKU_05,201610,2577.24375
Agency_46,SKU_17,201610,19.27755
Agency_32,SKU_03,201610,1155.19995
Agency_53,SKU_05,201610,4874.78625
Agency_32,SKU_01,201610,1988.928
Agency_51,SKU_17,201610,9.60915
Agency_52,SKU_01,201610,167.616
Agency_33,SKU_03,201610,5.085
Agency_24,SKU_04,201610,57.89715
Agency_32,SKU_02,201610,2751.516
Agency_33,SKU_18,201610,10.4211
Agency_25,SKU_21,201610,0
Agency_52,SKU_02,201610,1225.908
Agency_32,SKU_05,201610,3411.5082
Agency_05,SKU_14,201610,12.9951
Agency_60,SKU_01,201610,10275.12
Agency_52,SKU_05,201610,667.4751
Agency_32,SKU_14,201610,3.97245
Agency_60,SKU_07,201610,111.0675
Agency_12,SKU_03,201610,387.3972
Agency_60,SKU_02,201610,4832.784
Agency_38,SKU_04,201610,821.556
Agency_19,SKU_05,201610,100.84035
Agency_60,SKU_05,201610,1708.66785
Agency_24,SKU_03,201610,9.74415
Agency_42,SKU_03,201610,1209.3687
Agency_05,SKU_23,201610,1.08
Agency_47,SKU_04,201610,40.68135
Agency_52,SKU_04,201610,183.90585
Agency_19,SKU_04,201610,92.90865
Agency_26,SKU_01,201610,0.216
Agency_15,SKU_04,201610,122.9424
Agency_26,SKU_02,201610,2.808
Agency_05,SKU_26,201610,0.09
Agency_26,SKU_05,201610,0.255
Agency_05,SKU_21,201610,0
Agency_50,SKU_04,201610,1838.5686
Agency_52,SKU_03,201610,38.9679
Agency_38,SKU_03,201610,1855.55085
Agency_24,SKU_21,201610,0
Agency_47,SKU_03,201610,212.56215
Agency_19,SKU_08,201610,2.04045
Agency_42,SKU_01,201610,360.504
Agency_19,SKU_03,201610,46.5933
Agency_60,SKU_04,201610,1469.84805
Agency_42,SKU_02,201610,173.232
Agency_42,SKU_05,201610,370.9113
Agency_15,SKU_03,201610,78.18435
Agency_26,SKU_11,201610,3.249
Agency_15,SKU_01,201610,1256.688
Agency_42,SKU_04,201610,125.2788
Agency_38,SKU_14,201610,4.0581
Agency_47,SKU_01,201610,2.916
Agency_50,SKU_01,201610,1589.112
Agency_16,SKU_01,201610,7840.8
Agency_26,SKU_04,201610,1.02105
Agency_15,SKU_02,201610,546.048
Agency_16,SKU_07,201610,11.9475
Agency_47,SKU_17,201610,0.21375
Agency_50,SKU_03,201610,543.56025
Agency_15,SKU_05,201610,144.9156
Agency_19,SKU_01,201610,43.74
Agency_47,SKU_02,201610,0.216
Agency_50,SKU_02,201610,12640.86
Agency_19,SKU_02,201610,65.988
Agency_47,SKU_05,201610,0.0639
Agency_50,SKU_05,201610,2890.5657
Agency_16,SKU_02,201610,4838.724
Agency_10,SKU_04,201610,1223.5818
Agency_16,SKU_05,201610,1098.79275
Agency_09,SKU_03,201610,7406.81805
Agency_09,SKU_01,201610,4213.08
Agency_20,SKU_21,201610,0
Agency_09,SKU_02,201610,1112.4
Agency_13,SKU_01,201610,6488.964
Agency_60,SKU_03,201610,444.3201
Agency_10,SKU_32,201610,3.25185
Agency_09,SKU_05,201610,1152.49035
Agency_13,SKU_07,201610,5.7525
Agency_10,SKU_01,201610,2186.676
Agency_20,SKU_01,201610,3660.984
Agency_03,SKU_01,201610,476.604
Agency_13,SKU_02,201610,5290.596
Agency_20,SKU_07,201610,8.4075
Agency_10,SKU_02,201610,211.248
Agency_16,SKU_04,201610,281.3214
Agency_13,SKU_05,201610,1255.6578
Agency_10,SKU_05,201610,164.17155
Agency_20,SKU_02,201610,12496.464
Agency_03,SKU_02,201610,626.616
Agency_09,SKU_04,201610,1301.4687
Agency_20,SKU_05,201610,2663.661
Agency_03,SKU_05,201610,574.18305
Agency_10,SKU_03,201610,4036.623
Agency_28,SKU_01,201610,10.8
Agency_48,SKU_01,201610,3011.148
Agency_60,SKU_23,201610,2.07
Agency_09,SKU_21,201610,0
Agency_21,SKU_01,201610,51.084
Agency_28,SKU_02,201610,17.496
Agency_09,SKU_27,201610,9.40725
Agency_16,SKU_03,201610,166.18335
Agency_28,SKU_05,201610,0.7017
Agency_13,SKU_04,201610,2380.29315
Agency_20,SKU_23,201610,0
Agency_21,SKU_02,201610,96.228
Agency_48,SKU_02,201610,638.172
Agency_31,SKU_01,201610,253.152
Agency_21,SKU_05,201610,278.1297
Agency_48,SKU_05,201610,1420.05555
Agency_08,SKU_01,201610,204.768
Agency_20,SKU_04,201610,1431.12225
Agency_03,SKU_04,201610,1150.1601
Agency_31,SKU_02,201610,28.404
Agency_44,SKU_01,201610,42.984
Agency_44,SKU_04,201610,66.07395
Agency_31,SKU_05,201610,17.73315
Agency_44,SKU_03,201610,231.10455
Agency_48,SKU_04,201610,1886.8182
Agency_10,SKU_23,201610,3.87
Agency_44,SKU_02,201610,7.992
Agency_28,SKU_06,201610,742.932
Agency_08,SKU_02,201610,1.62
Agency_03,SKU_32,201610,0
Agency_44,SKU_05,201610,7.01535
Agency_30,SKU_01,201610,1025.352
Agency_08,SKU_05,201610,6.12375
Agency_54,SKU_04,201610,119.0499
Agency_31,SKU_04,201610,703.7457
Agency_21,SKU_04,201610,28.1979
Agency_13,SKU_03,201610,318.5613
Agency_54,SKU_01,201610,66.636
Agency_30,SKU_02,201610,181.548
Agency_16,SKU_20,201610,15.1845
Agency_28,SKU_04,201610,24.6828
Agency_54,SKU_02,201610,38.772
Agency_30,SKU_05,201610,233.84115
Agency_10,SKU_21,201610,0
Agency_08,SKU_04,201610,127.93755
Agency_20,SKU_03,201610,346.36995
Agency_54,SKU_05,201610,87.126
Agency_43,SKU_01,201610,360.072
Agency_48,SKU_07,201610,15.93
Agency_03,SKU_03,201610,10276.5828
Agency_30,SKU_06,201610,3.456
Agency_43,SKU_02,201610,356.832
Agency_48,SKU_03,201610,10777.32285
Agency_43,SKU_05,201610,446.19285
Agency_58,SKU_17,201610,3.67275
Agency_54,SKU_03,201610,191.64105
Agency_31,SKU_08,201610,8.67375
Agency_45,SKU_01,201610,91.8
Agency_21,SKU_03,201610,39.9015
Agency_30,SKU_04,201610,3461.1417
Agency_31,SKU_03,201610,588.0444
Agency_45,SKU_02,201610,77.112
Agency_08,SKU_03,201610,12.0303
Agency_45,SKU_05,201610,534.8676
Agency_43,SKU_04,201610,147.9303
Agency_13,SKU_20,201610,37.8501
Agency_28,SKU_08,201610,9.12
Agency_54,SKU_14,201610,0.0426
Agency_45,SKU_04,201610,243.882
Agency_28,SKU_03,201610,119.1153
Agency_54,SKU_15,201610,0.0426
Agency_11,SKU_02,201610,2.808
Agency_57,SKU_01,201610,9165.852
Agency_04,SKU_01,201610,16.416
Agency_21,SKU_21,201610,0
Agency_11,SKU_05,201610,4.84785
Agency_57,SKU_07,201610,181.425
Agency_56,SKU_01,201610,3465.18
Agency_17,SKU_02,201610,920.808
Agency_04,SKU_02,201610,3.996
Agency_04,SKU_04,201610,46.61805
Agency_56,SKU_05,201610,844.21995
Agency_17,SKU_05,201610,605.07045
Agency_04,SKU_05,201610,2.3601
Agency_22,SKU_01,201610,94.068
Agency_57,SKU_02,201610,6761.988
Agency_56,SKU_02,201610,649.836
Agency_58,SKU_01,201610,5465.016
Agency_30,SKU_08,201610,142.36155
Agency_57,SKU_04,201610,1351.84185
Agency_43,SKU_03,201610,236.1921
Agency_22,SKU_02,201610,138.78
Agency_29,SKU_01,201610,8.316
Agency_57,SKU_05,201610,1912.1238
Agency_58,SKU_07,201610,80.0925
Agency_30,SKU_03,201610,12651.447
Agency_17,SKU_01,201610,116.964
Agency_45,SKU_08,201610,5.03865
Agency_48,SKU_23,201610,2.52
Agency_11,SKU_01,201610,363.204
Agency_22,SKU_05,201610,273.37605
Agency_22,SKU_03,201610,91.32795
Agency_58,SKU_04,201610,1867.2708
Agency_45,SKU_03,201610,49.4751
Agency_11,SKU_04,201610,90.3066
Agency_29,SKU_02,201610,2.052
Agency_58,SKU_02,201610,3946.86
Agency_29,SKU_06,201610,21.708
Agency_48,SKU_17,201610,6.06585
Agency_04,SKU_03,201610,462.3063
Agency_22,SKU_04,201610,113.004
Agency_29,SKU_05,201610,22.76895
Agency_58,SKU_05,201610,1269.76605
Agency_17,SKU_04,201610,166.86795
Agency_48,SKU_28,201610,0
Agency_56,SKU_04,201610,2324.13
Agency_29,SKU_04,201610,21.3663
Agency_23,SKU_01,201610,31.644
Agency_55,SKU_01,201610,2667.06
Agency_23,SKU_02,201610,42.984
Agency_58,SKU_03,201610,542.13975
Agency_55,SKU_02,201610,2119.5
Agency_56,SKU_03,201610,6542.8737
Agency_57,SKU_23,201610,4.14
Agency_55,SKU_05,201610,854.09205
Agency_17,SKU_03,201610,25.75665
Agency_55,SKU_04,201610,1330.1784
Agency_57,SKU_17,201610,10.07805
Agency_58,SKU_23,201610,0
Agency_57,SKU_03,201610,1036.6098
Agency_29,SKU_08,201610,1.72215
Agency_29,SKU_03,201610,8.55615
Agency_55,SKU_03,201610,6259.6041
Agency_18,SKU_04,201710,279.3708
Agency_18,SKU_03,201710,0
Agency_17,SKU_01,201710,173.88
Agency_36,SKU_03,201710,9.8982
Agency_10,SKU_01,201710,1763.208
Agency_04,SKU_01,201710,22.896
Agency_37,SKU_04,201710,4.0257
Agency_17,SKU_02,201710,1115.64
Agency_04,SKU_02,201710,11.988
Agency_10,SKU_02,201710,254.34
Agency_37,SKU_18,201710,1.0152
Agency_17,SKU_05,201710,613.9512
Agency_04,SKU_05,201710,0.4473
Agency_10,SKU_05,201710,194.5116
Agency_18,SKU_01,201710,8.208
Agency_38,SKU_04,201710,1201.8951
Agency_10,SKU_04,201710,786.0339
Agency_58,SKU_02,201710,4754.484
Agency_39,SKU_05,201710,4219.2531
Agency_04,SKU_03,201710,528.5808
Agency_58,SKU_05,201710,1368.6102
Agency_05,SKU_23,201710,0
Agency_04,SKU_04,201710,47.7333
Agency_09,SKU_01,201710,4054.32
Agency_18,SKU_02,201710,101.52
Agency_17,SKU_04,201710,202.6908
Agency_17,SKU_03,201710,41.2848
Agency_18,SKU_05,201710,314.1324
Agency_09,SKU_02,201710,1709.208
Agency_38,SKU_21,201710,0
Agency_10,SKU_32,201710,0
Agency_09,SKU_05,201710,1043.6148
Agency_38,SKU_01,201710,13364.784
Agency_07,SKU_02,201710,1279.044
Agency_23,SKU_05,201710,570.6909
Agency_05,SKU_26,201710,15.12
Agency_38,SKU_07,201710,16.3725
Agency_07,SKU_05,201710,219.6243
Agency_05,SKU_21,201710,23.7708
Agency_01,SKU_01,201710,52.812
Agency_39,SKU_04,201710,568.5822
Agency_08,SKU_03,201710,12.69
Agency_20,SKU_04,201710,1335.1905
Agency_38,SKU_03,201710,1779.7302
Agency_23,SKU_04,201710,26.1351
Agency_23,SKU_03,201710,11.7594
Agency_38,SKU_02,201710,5434.02
Agency_07,SKU_01,201710,10468.548
Agency_20,SKU_03,201710,147.9654
Agency_38,SKU_05,201710,2558.3004
Agency_01,SKU_02,201710,32.94
Agency_33,SKU_04,201710,24.6015
Agency_20,SKU_21,201710,0
Agency_09,SKU_04,201710,894.9834
Agency_01,SKU_05,201710,17.1252
Agency_10,SKU_03,201710,3582.0486
Agency_58,SKU_04,201710,748.5885
Agency_33,SKU_03,201710,2.7918
Agency_34,SKU_22,201710,0.0852
Agency_36,SKU_22,201710,0
Agency_33,SKU_18,201710,10.2366
Agency_38,SKU_14,201710,0
Agency_07,SKU_04,201710,1142.4042
Agency_23,SKU_21,201710,0.2556
Agency_39,SKU_01,201710,4963.356
Agency_58,SKU_01,201710,5662.656
Agency_09,SKU_27,201710,0
Agency_39,SKU_07,201710,2.655
Agency_34,SKU_04,201710,21.1509
Agency_36,SKU_04,201710,15.0165
Agency_39,SKU_03,201710,149.1498
Agency_19,SKU_01,201710,38.88
Agency_58,SKU_07,201710,43.365
Agency_01,SKU_11,201710,23.9412
Agency_19,SKU_02,201710,70.74
Agency_20,SKU_23,201710,0
Agency_39,SKU_02,201710,6340.356
Agency_19,SKU_05,201710,81.0252
Agency_42,SKU_03,201710,1464.5952
Agency_09,SKU_03,201710,6940.6686
Agency_01,SKU_04,201710,76.2966
Agency_03,SKU_04,201710,795.1077
Agency_19,SKU_04,201710,25.0488
Agency_21,SKU_01,201710,65.232
Agency_10,SKU_23,201710,1.53
Agency_07,SKU_03,201710,575.7876
Agency_24,SKU_01,201710,0.432
Agency_03,SKU_32,201710,0.1278
Agency_21,SKU_02,201710,153.9
Agency_24,SKU_02,201710,68.04
Agency_34,SKU_03,201710,4.5684
Agency_58,SKU_03,201710,278.4186
Agency_26,SKU_03,201710,2.6226
Agency_21,SKU_05,201710,206.7804
Agency_20,SKU_01,201710,4335.444
Agency_24,SKU_05,201710,221.3496
Agency_03,SKU_01,201710,1396.98
Agency_26,SKU_18,201710,0.1692
Agency_20,SKU_07,201710,0
Agency_10,SKU_21,201710,0.639
Agency_01,SKU_03,201710,13.536
Agency_19,SKU_08,201710,1.6614
Agency_20,SKU_02,201710,14177.376
Agency_03,SKU_02,201710,612.144
Agency_03,SKU_03,201710,8956.4328
Agency_19,SKU_03,201710,50.2524
Agency_20,SKU_05,201710,2462.4504
Agency_03,SKU_05,201710,524.4912
Agency_21,SKU_04,201710,43.7715
Agency_24,SKU_04,201710,28.6911
Agency_28,SKU_01,201710,54.756
Agency_09,SKU_21,201710,0.73485
Agency_22,SKU_01,201710,99.9
Agency_28,SKU_02,201710,20.736
Agency_22,SKU_02,201710,146.88
Agency_05,SKU_04,201710,4988.2257
Agency_58,SKU_23,201710,1.08
Agency_23,SKU_01,201710,45.468
Agency_28,SKU_05,201710,0.4473
Agency_22,SKU_05,201710,233.6823
Agency_23,SKU_02,201710,79.92
Agency_07,SKU_21,201710,1.37385
Agency_16,SKU_02,201710,7446.816
Agency_58,SKU_17,201710,1.1502
Agency_11,SKU_03,201710,226.1358
Agency_25,SKU_05,201710,596.2509
Agency_29,SKU_01,201710,13.824
Agency_21,SKU_03,201710,34.0092
Agency_05,SKU_01,201710,13003.848
Agency_16,SKU_05,201710,1214.1
Agency_24,SKU_03,201710,5.1606
Agency_25,SKU_04,201710,4.0257
Agency_29,SKU_02,201710,0.972
Agency_27,SKU_01,201710,2010.744
Agency_29,SKU_05,201710,14.2497
Agency_05,SKU_02,201710,1915.596
Agency_27,SKU_02,201710,756.432
Agency_28,SKU_06,201710,718.956
Agency_05,SKU_05,201710,414.7749
Agency_11,SKU_01,201710,280.692
Agency_22,SKU_04,201710,53.8677
Agency_27,SKU_05,201710,90.4824
Agency_29,SKU_08,201710,2.3643
Agency_11,SKU_02,201710,3.456
Agency_35,SKU_04,201710,7.5402
Agency_29,SKU_03,201710,5.3298
Agency_21,SKU_21,201710,0.03195
Agency_49,SKU_01,201710,2380.968
Agency_11,SKU_05,201710,5.4315
Agency_05,SKU_03,201710,925.6086
Agency_16,SKU_20,201710,6.39
Agency_25,SKU_03,201710,2.961
Agency_27,SKU_06,201710,70.632
Agency_28,SKU_04,201710,24.282
Agency_12,SKU_04,201710,1087.8975
Agency_16,SKU_04,201710,895.6224
Agency_24,SKU_21,201710,0.15975
Agency_49,SKU_07,201710,14.6025
Agency_35,SKU_32,201710,0.1917
Agency_27,SKU_04,201710,2601.369
Agency_49,SKU_02,201710,3414.204
Agency_22,SKU_03,201710,72.6714
Agency_49,SKU_05,201710,2110.7448
Agency_11,SKU_04,201710,54.0594
Agency_51,SKU_01,201710,5426.136
Agency_29,SKU_06,201710,9.504
Agency_12,SKU_01,201710,11157.48
Agency_25,SKU_21,201710,0.2556
Agency_12,SKU_07,201710,8.85
Agency_51,SKU_07,201710,0
Agency_05,SKU_14,201710,0.0426
Agency_35,SKU_03,201710,9.5598
Agency_29,SKU_04,201710,28.1799
Agency_12,SKU_02,201710,9458.424
Agency_28,SKU_08,201710,15.0165
Agency_16,SKU_03,201710,97.3746
Agency_25,SKU_01,201710,4.644
Agency_51,SKU_02,201710,6091.092
Agency_12,SKU_05,201710,1998.153
Agency_27,SKU_08,201710,235.2159
Agency_28,SKU_03,201710,6.5988
Agency_12,SKU_03,201710,445.7574
Agency_25,SKU_02,201710,61.128
Agency_51,SKU_05,201710,1692.5832
Agency_27,SKU_03,201710,4870.422
Agency_53,SKU_04,201710,1272.8241
Agency_49,SKU_34,201710,0
Agency_49,SKU_04,201710,1891.44
Agency_13,SKU_01,201710,6800.652
Agency_30,SKU_01,201710,1280.664
Agency_13,SKU_07,201710,2.655
Agency_30,SKU_02,201710,256.176
Agency_13,SKU_02,201710,7140.204
Agency_30,SKU_05,201710,317.583
Agency_13,SKU_05,201710,1302.0903
Agency_51,SKU_04,201710,3444.7851
Agency_43,SKU_01,201710,388.26
Agency_53,SKU_03,201710,390.5136
Agency_30,SKU_06,201710,1.404
Agency_43,SKU_02,201710,558.576
Agency_52,SKU_01,201710,146.448
Agency_43,SKU_05,201710,348.3189
Agency_53,SKU_24,201710,0
Agency_49,SKU_03,201710,8900.6814
Agency_30,SKU_04,201710,3277.0476
Agency_52,SKU_02,201710,1340.28
Agency_52,SKU_05,201710,600.5961
Agency_43,SKU_04,201710,128.7585
Agency_13,SKU_04,201710,364.6773
Agency_51,SKU_03,201710,5443.4178
Agency_53,SKU_15,201710,0.0852
Agency_52,SKU_04,201710,180.2619
Agency_02,SKU_01,201710,7117.2
Agency_44,SKU_01,201710,19.98
Agency_30,SKU_08,201710,132.4647
Agency_49,SKU_23,201710,3.96
Agency_43,SKU_03,201710,12.4362
Agency_44,SKU_02,201710,3.024
Agency_02,SKU_02,201710,7275.528
Agency_30,SKU_03,201710,14266.1826
Agency_44,SKU_05,201710,1.278
Agency_02,SKU_05,201710,1504.5255
Agency_53,SKU_01,201710,5556.492
Agency_13,SKU_03,201710,141.6204
Agency_56,SKU_01,201710,2900.556
Agency_53,SKU_07,201710,3.54
Agency_52,SKU_03,201710,40.1004
Agency_44,SKU_04,201710,67.0311
Agency_56,SKU_02,201710,819.828
Agency_53,SKU_02,201710,7658.064
Agency_42,SKU_01,201710,290.52
Agency_56,SKU_05,201710,1983.6477
Agency_53,SKU_05,201710,5155.2603
Agency_51,SKU_17,201710,1.3632
Agency_42,SKU_02,201710,146.88
Agency_42,SKU_05,201710,344.2932
Agency_02,SKU_11,201710,0.9372
Agency_42,SKU_04,201710,103.0068
Agency_59,SKU_01,201710,8044.38
Agency_02,SKU_12,201710,0
Agency_13,SKU_20,201710,5.46345
Agency_44,SKU_03,201710,155.3256
Agency_59,SKU_07,201710,9.735
Agency_02,SKU_31,201710,49.56
Agency_02,SKU_34,201710,47.3475
Agency_56,SKU_04,201710,3448.5552
Agency_59,SKU_02,201710,6630.66
Agency_31,SKU_01,201710,282.96
Agency_46,SKU_01,201710,5682.204
Agency_59,SKU_05,201710,1413.6597
Agency_02,SKU_04,201710,2835.0513
Agency_40,SKU_04,201710,489.2823
Agency_47,SKU_04,201710,43.8354
Agency_31,SKU_02,201710,53.568
Agency_31,SKU_05,201710,26.3907
Agency_46,SKU_02,201710,5320.836
Agency_41,SKU_03,201710,1161.135
Agency_41,SKU_01,201710,5904.036
Agency_46,SKU_05,201710,3655.8468
Agency_26,SKU_01,201710,1.296
Agency_59,SKU_03,201710,488.6496
Agency_26,SKU_02,201710,1.62
Agency_41,SKU_02,201710,5286.708
Agency_54,SKU_04,201710,96.8724
Agency_31,SKU_04,201710,229.3371
Agency_56,SKU_03,201710,8233.4412
Agency_26,SKU_05,201710,0.5112
Agency_54,SKU_01,201710,73.008
Agency_41,SKU_05,201710,2167.488
Agency_54,SKU_02,201710,50.976
Agency_47,SKU_03,201710,202.7862
Agency_02,SKU_03,201710,17254.8468
Agency_54,SKU_05,201710,93.8052
Agency_40,SKU_03,201710,20.304
Agency_46,SKU_04,201710,2932.6266
Agency_59,SKU_04,201710,993.2616
Agency_40,SKU_18,201710,0.3384
Agency_54,SKU_03,201710,213.9534
Agency_31,SKU_08,201710,12.7161
Agency_26,SKU_11,201710,4.26
Agency_31,SKU_03,201710,575.703
Agency_41,SKU_04,201710,964.1232
Agency_47,SKU_01,201710,3.24
Agency_26,SKU_04,201710,0.7029
Agency_15,SKU_02,201710,844.776
Agency_59,SKU_17,201710,0.213
Agency_47,SKU_17,201710,0.0426
Agency_15,SKU_05,201710,163.7757
Agency_54,SKU_14,201710,0.0852
Agency_47,SKU_02,201710,0.648
Agency_45,SKU_08,201710,6.1983
Agency_54,SKU_15,201710,0.0426
Agency_47,SKU_05,201710,0.1917
Agency_45,SKU_03,201710,26.7336
Agency_15,SKU_03,201710,43.8228
Agency_46,SKU_03,201710,2679.5358
Agency_50,SKU_04,201710,1813.0986
Agency_48,SKU_01,201710,3146.688
Agency_16,SKU_01,201710,8825.976
Agency_32,SKU_04,201710,2521.5579
Agency_16,SKU_07,201710,21.24
Agency_46,SKU_17,201710,4.3452
Agency_48,SKU_07,201710,8.4075
Agency_15,SKU_04,201710,92.655
Agency_57,SKU_01,201710,14714.676
Agency_48,SKU_02,201710,850.5
Agency_45,SKU_01,201710,100.548
Agency_15,SKU_01,201710,1445.796
Agency_57,SKU_07,201710,134.9625
Agency_48,SKU_05,201710,1361.2617
Agency_45,SKU_02,201710,124.524
Agency_08,SKU_01,201710,249.156
Agency_55,SKU_04,201710,2029.8474
Agency_32,SKU_03,201710,1301.571
Agency_55,SKU_01,201710,3020.76
Agency_45,SKU_05,201710,618.0408
Agency_50,SKU_01,201710,1730.052
Agency_57,SKU_02,201710,11413.548
Agency_48,SKU_04,201710,1928.4381
Agency_50,SKU_03,201710,351.7668
Agency_57,SKU_17,201710,3.2802
Agency_57,SKU_05,201710,2917.2906
Agency_55,SKU_02,201710,954.612
Agency_45,SKU_04,201710,192.5946
Agency_50,SKU_02,201710,13189.392
Agency_08,SKU_02,201710,2.484
Agency_32,SKU_01,201710,1957.608
Agency_32,SKU_14,201710,0.1704
Agency_55,SKU_05,201710,1156.8456
Agency_50,SKU_05,201710,2531.5902
Agency_08,SKU_05,201710,6.6456
Agency_32,SKU_02,201710,3305.556
Agency_32,SKU_05,201710,3889.7208
Agency_50,SKU_17,201710,2.3004
Agency_60,SKU_01,201710,12871.872
Agency_08,SKU_04,201710,168.1209
Agency_55,SKU_03,201710,8044.1064
Agency_60,SKU_07,201710,56.1975
Agency_60,SKU_02,201710,6969.672
Agency_60,SKU_05,201710,1767.1545
Agency_48,SKU_23,201710,1.44
Agency_60,SKU_04,201710,1465.7382
Agency_48,SKU_03,201710,8829.7866
Agency_48,SKU_17,201710,2.13
Agency_60,SKU_03,201710,358.704
Agency_57,SKU_04,201710,2489.9913
Agency_57,SKU_23,201710,1.26
Agency_48,SKU_28,201710,0.085125
Agency_57,SKU_03,201710,1507.6566
Agency_60,SKU_23,201710,0.99
Agency_01,SKU_04,201311,246.4623
Agency_01,SKU_01,201311,95.364
Agency_29,SKU_08,201311,1.8531
Agency_01,SKU_05,201311,14.697
Agency_01,SKU_02,201311,76.896
Agency_29,SKU_03,201311,1.4382
Agency_01,SKU_11,201311,13.0356
Agency_10,SKU_01,201311,2522.88
Agency_01,SKU_03,201311,51.9444
Agency_10,SKU_02,201311,199.908
Agency_17,SKU_01,201311,63.396
Agency_10,SKU_05,201311,82.6866
Agency_55,SKU_04,201311,3130.3971
Agency_17,SKU_04,201311,349.2135
Agency_55,SKU_05,201311,197.7066
Agency_17,SKU_02,201311,851.796
Agency_10,SKU_04,201311,1010.1312
Agency_55,SKU_02,201311,684.504
Agency_17,SKU_05,201311,587.1771
Agency_15,SKU_02,201311,143.856
Agency_15,SKU_05,201311,157.9608
Agency_10,SKU_32,201311,86.6484
Agency_12,SKU_04,201311,2421.1071
Agency_16,SKU_01,201311,10557.756
Agency_55,SKU_03,201311,4604.6934
Agency_17,SKU_03,201311,18.8658
Agency_29,SKU_05,201311,14.9526
Agency_56,SKU_02,201311,494.1
Agency_19,SKU_01,201311,7.884
Agency_55,SKU_01,201311,4701.672
